id_client,numero_compte,nom,prenom,email,telephone,age,ville,code_postal,solde_compte,revenu_annuel,carte_credit,type_compte,date_ouverture,statut
CLI002008,4355-969919,Pelletier,Nicolas,nicolas.pelletier@gmail.com,514-692-9471,49,Lévis,I8X 8Z4,229510.94,53845,4470-2860-8528-1141,Premium,2020-09-08,Actif
CLI002009,7183-288694,Tremblay,Anne,anne.tremblay@hotmail.com,514-594-6236,71,Québec,B7O 7A7,27408.71,75970,4136-3655-9209-9193,Étudiant,2018-08-23,Inactif
CLI002010,2139-495056,Roy,Nicolas,nicolas.roy@bnc.ca,514-656-7508,56,Gatineau,K6H 0B2,187976.80,168699,4349-1862-4569-7059,Entreprise,2024-01-04,Actif
CLI002011,1296-335868,Paquette,Emma,emma.paquette@gmail.com,514-325-7943,54,Trois-Rivières,C0G 9V3,288975.44,134351,4647-7156-2507-5938,Premium,2023-09-05,Actif
CLI002012,1700-424390,Paquette,Luc,luc.paquette@gmail.com,514-743-4703,48,Québec,H9O 8B8,246308.80,131952,4548-9381-6275-7340,Étudiant,2023-04-07,Fermé
CLI002013,4355-844152,Fortin,Camille,camille.fortin@outlook.com,514-926-5995,32,Sherbrooke,G5Z 7O4,61167.23,235222,4281-3540-6901-1795,Courant,2024-02-16,Suspendu
CLI002014,8676-111632,Girard,Emma,emma.girard@hotmail.com,514-741-2055,25,Québec,G0J 0Q3,32081.03,65489,4681-3910-3328-3270,Entreprise,2024-06-01,Fermé
CLI002015,3586-708695,Bergeron,François,françois.bergeron@gmail.com,514-360-4723,53,Trois-Rivières,R1T 3O4,76549.47,245490,4726-2037-2637-4404,Étudiant,2020-05-23,Suspendu
CLI002016,4923-665117,Gagné,Thomas,thomas.gagné@yahoo.ca,514-777-9332,59,Trois-Rivières,C5I 5Q1,266529.78,181420,4731-6434-6851-9130,Courant,2018-11-15,Suspendu
CLI002017,3378-739409,Roy,Luc,luc.roy@hotmail.com,514-688-3777,28,Sherbrooke,Q5L 7P3,32560.21,217484,4361-9411-9825-3269,Premium,2020-02-24,Actif
CLI002018,9334-710914,Tremblay,Anne,anne.tremblay@hotmail.com,514-904-4777,40,Laval,Y2Q 3X2,352970.27,100206,4910-4020-9759-3885,Épargne,2018-03-04,Actif
CLI002019,2076-473038,Gauthier,Isabelle,isabelle.gauthier@bnc.ca,514-204-3587,58,Lévis,Q7M 6C1,469167.08,170506,4725-7609-6958-5877,Premium,2019-12-28,Inactif
CLI002020,5547-292142,Leblanc,Emma,emma.leblanc@outlook.com,514-674-7331,20,Longueuil,A4N 5I0,306.81,107296,4875-9395-3088-6606,Courant,2023-03-26,Suspendu
CLI002021,4971-339566,Simard,Emma,emma.simard@hotmail.com,514-535-2439,34,Longueuil,N8Q 4R2,112050.82,149931,4690-1937-1732-3432,Courant,2016-01-19,Suspendu
CLI002022,5946-222842,Leblanc,Nathalie,nathalie.leblanc@bnc.ca,514-852-4578,69,Québec,J9Y 6B2,452670.25,39209,4641-1059-2869-6454,Entreprise,2024-05-09,Inactif
CLI002023,8305-445254,Girard,Nicolas,nicolas.girard@outlook.com,514-236-1582,39,Lévis,I0R 1G7,99791.40,35671,4175-3604-3587-3842,Courant,2021-10-20,Suspendu
CLI002024,1957-361007,Gauthier,Nicolas,nicolas.gauthier@gmail.com,514-225-7729,18,Gatineau,U7U 6D3,194332.07,183149,4652-1143-1723-5969,Premium,2019-12-19,Actif
CLI002025,4575-100996,Lavoie,Thomas,thomas.lavoie@gmail.com,514-648-2112,50,Saguenay,O9Z 8Q2,329902.83,95128,4251-1011-9236-7110,Entreprise,2017-09-28,Actif
CLI002026,8322-740094,Gagnon,François,françois.gagnon@outlook.com,514-624-2400,41,Montréal,T3L 2F2,479475.52,217295,4743-8285-3617-8518,Épargne,2020-11-12,Suspendu
CLI002027,4585-734803,Bergeron,Isabelle,isabelle.bergeron@bnc.ca,514-813-7215,22,Québec,M4M 3E9,14754.73,167955,4591-9930-6106-4343,Épargne,2016-03-28,Fermé
CLI002028,6330-593235,Paquette,Isabelle,isabelle.paquette@outlook.com,514-930-5043,74,Terrebonne,J1D 9U0,95477.44,48403,4605-7214-3329-9830,Entreprise,2018-05-01,Fermé
CLI002029,6667-147695,Leblanc,Luc,luc.leblanc@outlook.com,514-636-9870,27,Longueuil,V4K 7O5,471213.37,25653,4255-2582-4530-2631,Étudiant,2019-08-27,Suspendu
CLI002030,7928-927842,Gauthier,Luc,luc.gauthier@hotmail.com,514-999-4989,45,Sherbrooke,W6U 0E7,148392.48,43034,4569-9534-7100-4245,Entreprise,2022-12-11,Inactif
CLI002031,8309-186488,Bergeron,Camille,camille.bergeron@outlook.com,514-740-1569,68,Québec,X2J 1H6,29953.74,36909,4405-7727-1010-2173,Étudiant,2023-04-03,Inactif
CLI002032,2105-726604,Pelletier,David,david.pelletier@gmail.com,514-365-6614,56,Trois-Rivières,Z6I 0K7,361096.16,172250,4261-1109-7484-4339,Courant,2017-09-28,Fermé
CLI002033,7872-785105,Lévesque,Isabelle,isabelle.lévesque@outlook.com,514-642-3763,19,Laval,U3N 5K5,120614.30,167335,4335-7360-1469-4282,Épargne,2023-09-10,Actif
CLI002034,4050-547307,Bergeron,Camille,camille.bergeron@hotmail.com,514-494-3454,28,Lévis,E5T 8W1,205113.96,43750,4853-6194-2602-6030,Épargne,2015-08-13,Fermé
CLI002035,6265-792679,Pelletier,David,david.pelletier@yahoo.ca,514-945-4400,27,Laval,E6N 6H2,325471.91,225301,4155-9079-9270-2793,Étudiant,2023-12-08,Inactif
CLI002036,3320-540001,Paquette,Nathalie,nathalie.paquette@outlook.com,514-892-7172,37,Laval,K9I 2U8,405804.76,223946,4339-2212-7957-7028,Épargne,2016-06-14,Fermé
CLI002037,2640-321027,Tremblay,Camille,camille.tremblay@bnc.ca,514-618-9463,66,Gatineau,K9A 1J2,172080.57,31663,4312-1365-9105-5375,Premium,2022-07-23,Suspendu
CLI002038,3317-335544,Girard,Julie,julie.girard@hotmail.com,514-916-4587,31,Terrebonne,R4Y 6J7,255513.42,123881,4131-7938-8341-2056,Étudiant,2022-03-23,Suspendu
CLI002039,6924-337046,Tremblay,Isabelle,isabelle.tremblay@yahoo.ca,514-639-7538,38,Gatineau,M8S 4B6,294228.05,84077,4370-8895-9139-6098,Étudiant,2016-03-28,Suspendu
CLI002040,4812-299170,Ouellet,Thomas,thomas.ouellet@bnc.ca,514-601-5136,58,Québec,F0Z 4K4,17888.49,95702,4907-5964-6695-4902,Entreprise,2019-01-09,Inactif
CLI002041,1498-143520,Ouellet,Sophie,sophie.ouellet@gmail.com,514-851-1544,42,Gatineau,G2S 6Q1,331137.41,43167,4545-7098-5351-5613,Entreprise,2018-07-08,Fermé
CLI002042,6222-681838,Gagné,Nicolas,nicolas.gagné@yahoo.ca,514-609-9667,21,Longueuil,W2T 6D7,48408.63,189125,4153-3906-2301-1088,Entreprise,2017-07-27,Suspendu
CLI002043,5542-147652,Tremblay,Camille,camille.tremblay@bnc.ca,514-922-1528,32,Trois-Rivières,E8H 9V1,183002.68,135050,4572-4198-3481-3308,Épargne,2024-01-16,Suspendu
CLI002044,2259-483872,Lévesque,Jean,jean.lévesque@outlook.com,514-508-3619,66,Laval,X1Q 7L0,26355.92,155299,4352-5603-5113-2358,Épargne,2019-07-16,Suspendu
CLI002045,6023-615612,Girard,Thomas,thomas.girard@gmail.com,514-981-1261,68,Laval,G4Q 6Q0,256720.11,229219,4584-5684-1367-1840,Entreprise,2015-04-05,Suspendu
CLI002046,5623-521460,Gagnon,Sarah,sarah.gagnon@outlook.com,514-416-9022,75,Sherbrooke,V5O 8I2,212919.89,123029,4334-2499-5448-8038,Premium,2017-10-20,Fermé
CLI002047,4278-464999,Lavoie,François,françois.lavoie@bnc.ca,514-659-5104,42,Saguenay,F8M 3Q5,217322.41,107490,4975-2199-9026-7731,Entreprise,2015-08-09,Actif
CLI002048,8130-117583,Simard,Emma,emma.simard@outlook.com,514-846-3594,32,Saguenay,B6E 5E9,272095.99,26566,4241-5318-9021-9486,Courant,2021-03-04,Fermé
CLI002049,7321-757004,Bouchard,Anne,anne.bouchard@yahoo.ca,514-756-2995,45,Longueuil,R0C 5A7,464497.30,81633,4703-6982-6507-5335,Entreprise,2019-08-01,Actif
CLI002050,3131-203350,Ouellet,Marc,marc.ouellet@gmail.com,514-959-3652,35,Terrebonne,J1H 4S1,347148.25,63298,4833-3468-2063-7998,Entreprise,2017-10-26,Actif
CLI002051,8526-599223,Pelletier,François,françois.pelletier@bnc.ca,514-725-3211,31,Trois-Rivières,Q1S 9Z1,122031.40,106445,4512-7794-5343-9226,Premium,2018-01-27,Suspendu
CLI002052,4749-894970,Paquette,Luc,luc.paquette@outlook.com,514-400-5137,74,Québec,F7U 0S6,91339.32,246951,4677-9795-7113-2161,Étudiant,2024-11-17,Actif
CLI002053,5451-376078,Gagnon,Anne,anne.gagnon@yahoo.ca,514-274-8157,49,Sherbrooke,K8G 4I2,319070.39,132615,4917-6268-2032-4613,Étudiant,2015-07-16,Fermé
CLI002054,2073-717913,Gagnon,Philippe,philippe.gagnon@hotmail.com,514-765-9382,35,Québec,L7P 8I5,267283.16,169685,4419-4064-8542-5241,Premium,2017-07-07,Actif
CLI002055,1211-362434,Pelletier,Marc,marc.pelletier@bnc.ca,514-919-9100,29,Longueuil,I3U 9L1,185981.27,94235,4501-3564-1224-6641,Entreprise,2019-12-22,Actif
CLI002056,4202-108997,Girard,Thomas,thomas.girard@hotmail.com,514-972-1140,20,Gatineau,G4N 8C4,53426.99,38295,4168-2993-8667-8122,Entreprise,2022-01-11,Fermé
CLI002057,1327-822275,Côté,Sophie,sophie.côté@gmail.com,514-594-6957,60,Saguenay,Z2R 4Y7,30220.86,55024,4623-8961-5927-1576,Premium,2021-04-24,Suspendu
CLI002058,8433-260289,Morin,Anne,anne.morin@hotmail.com,514-231-5923,50,Gatineau,R5D 8E7,274514.90,236905,4796-7562-7195-3388,Courant,2024-12-14,Fermé
CLI002059,9996-662943,Bouchard,Alexandre,alexandre.bouchard@outlook.com,514-304-1616,74,Montréal,U1I 3U4,459226.56,122352,4609-9775-6065-1921,Entreprise,2016-05-10,Inactif
CLI002060,8318-841000,Gagnon,Marc,marc.gagnon@gmail.com,514-919-4603,42,Lévis,L9O 0D1,163257.15,129429,4720-5098-4103-6336,Épargne,2019-12-08,Actif
CLI002061,1221-979944,Paquette,Nicolas,nicolas.paquette@gmail.com,514-333-4281,30,Sherbrooke,C8M 8E7,294236.99,63976,4635-3002-1961-1527,Épargne,2023-05-06,Actif
CLI002062,5519-602246,Lévesque,Sophie,sophie.lévesque@gmail.com,514-807-9570,23,Sherbrooke,Z9J 7Y6,267370.13,173965,4564-4283-6863-2036,Épargne,2015-09-06,Actif
CLI002063,2408-348388,Gagné,David,david.gagné@outlook.com,514-844-4785,72,Montréal,I7P 8F8,99368.48,131919,4465-8943-7484-2852,Étudiant,2015-06-18,Actif
CLI002064,7303-348908,Gagné,Laura,laura.gagné@gmail.com,514-913-2916,46,Lévis,W8E 7Q8,23318.89,68474,4986-8402-4979-9457,Entreprise,2021-09-23,Fermé
CLI002065,3163-915011,Ouellet,Sarah,sarah.ouellet@gmail.com,514-726-4976,53,Terrebonne,G8D 4T6,59112.13,156203,4476-6962-1498-2076,Entreprise,2016-07-27,Suspendu
CLI002066,8535-346628,Leblanc,Nathalie,nathalie.leblanc@gmail.com,514-465-3769,70,Montréal,S8J 8A9,495989.47,167885,4453-5234-8504-2338,Étudiant,2015-12-19,Suspendu
CLI002067,5251-382689,Bouchard,Alexandre,alexandre.bouchard@yahoo.ca,514-855-5823,39,Longueuil,C1W 2H5,51159.16,34084,4232-7946-5706-8931,Entreprise,2018-08-20,Actif
CLI002068,5124-519227,Roy,Julie,julie.roy@hotmail.com,514-585-9469,19,Longueuil,F8F 9R3,331228.96,142659,4866-7024-2327-6156,Épargne,2022-05-15,Inactif
CLI002069,4153-520539,Gagné,Nicolas,nicolas.gagné@yahoo.ca,514-503-9296,67,Montréal,V5Y 1T1,321910.60,176326,4536-8236-9270-7126,Premium,2021-03-06,Actif
CLI002070,9226-962705,Girard,Camille,camille.girard@yahoo.ca,514-330-4974,62,Gatineau,B7T 1N2,65401.21,67365,4886-2771-5786-4032,Premium,2024-03-01,Inactif
CLI002071,6705-105612,Tremblay,Julie,julie.tremblay@gmail.com,514-422-9022,55,Sherbrooke,J0H 0M7,93622.95,139129,4933-5140-9795-3326,Entreprise,2017-05-27,Inactif
CLI002072,3073-744181,Leblanc,Pierre,pierre.leblanc@bnc.ca,514-690-5125,51,Saguenay,Z0I 9E5,254256.24,95142,4775-3783-6991-3738,Premium,2017-05-12,Actif
CLI002073,6239-421165,Bergeron,David,david.bergeron@yahoo.ca,514-922-4197,71,Sherbrooke,Z9W 5H7,116516.82,98627,4731-1097-5066-9697,Étudiant,2016-04-27,Suspendu
CLI002074,4377-720524,Bouchard,Laura,laura.bouchard@outlook.com,514-675-5764,60,Terrebonne,B1O 2I7,239683.01,92897,4873-1750-7778-4896,Épargne,2022-01-22,Suspendu
CLI002075,6431-448954,Boucher,Philippe,philippe.boucher@outlook.com,514-645-9941,54,Québec,Y2A 3E6,371343.97,202823,4366-3109-2646-8730,Premium,2021-04-02,Suspendu
CLI002076,4686-757063,Pelletier,Nicolas,nicolas.pelletier@hotmail.com,514-235-2949,42,Montréal,P3K 1W5,123882.04,176153,4987-1838-5161-2324,Épargne,2016-09-10,Actif
CLI002077,5788-102449,Bélanger,Emma,emma.bélanger@gmail.com,514-808-9555,48,Gatineau,N4R 1I5,112685.79,51153,4166-8426-4594-1632,Courant,2023-04-25,Actif
CLI002078,6167-118560,Ouellet,Marie,marie.ouellet@bnc.ca,514-873-5856,47,Lévis,G2A 4O2,456183.33,97109,4686-8890-8012-3508,Courant,2020-06-13,Fermé
CLI002079,9229-655810,Paquette,Nicolas,nicolas.paquette@hotmail.com,514-809-1129,38,Terrebonne,V7S 9M1,353277.17,107106,4533-6154-5537-3475,Étudiant,2022-05-09,Suspendu
CLI002080,2333-854800,Boucher,Julie,julie.boucher@outlook.com,514-967-9733,39,Laval,N1C 5P1,236231.82,47189,4763-6087-9680-2710,Étudiant,2016-09-25,Inactif
CLI002081,7512-746373,Leblanc,Anne,anne.leblanc@yahoo.ca,514-941-8478,67,Gatineau,V3P 6Q7,106452.35,219389,4320-7556-7840-3597,Étudiant,2015-09-02,Actif
CLI002082,2303-669511,Fortin,Thomas,thomas.fortin@bnc.ca,514-394-9815,66,Montréal,M6N 1S9,58018.60,76867,4817-1830-7692-6069,Étudiant,2017-01-04,Inactif
CLI002083,6814-366080,Fortin,Luc,luc.fortin@outlook.com,514-684-1173,59,Montréal,Z1G 9H7,258566.65,103784,4455-7576-6863-4589,Épargne,2017-05-15,Fermé
CLI002084,6500-240995,Pelletier,Marc,marc.pelletier@outlook.com,514-697-8278,56,Laval,H8C 9J1,295276.52,47218,4815-7264-6841-3560,Premium,2019-09-01,Inactif
CLI002085,2791-249635,Ouellet,David,david.ouellet@gmail.com,514-541-8197,66,Saguenay,J7S 7V2,78232.96,99481,4585-5563-9135-7708,Épargne,2021-10-21,Actif
CLI002086,9891-493645,Boucher,Laura,laura.boucher@bnc.ca,514-236-2350,25,Trois-Rivières,R2H 0Q8,435367.14,249177,4488-7693-6471-1682,Premium,2019-01-07,Inactif
CLI002087,7877-526432,Ouellet,Marie,marie.ouellet@bnc.ca,514-328-4711,62,Québec,D3C 0I0,441102.70,206132,4744-3570-4288-5016,Étudiant,2022-05-23,Suspendu
CLI002088,1868-600229,Fortin,David,david.fortin@yahoo.ca,514-293-1629,19,Québec,O5L 6K9,324708.49,102382,4308-4854-9576-6343,Étudiant,2020-12-15,Suspendu
CLI002089,6000-459808,Gagnon,Jean,jean.gagnon@gmail.com,514-570-3657,25,Laval,S5C 8W9,4928.50,40025,4565-1287-8126-9433,Étudiant,2024-12-21,Suspendu
CLI002090,1905-156452,Gagnon,Laura,laura.gagnon@outlook.com,514-582-9265,75,Laval,M0Q 0C7,295021.01,238258,4448-1636-7924-9493,Épargne,2016-08-07,Inactif
CLI002091,7090-572894,Boucher,Sophie,sophie.boucher@yahoo.ca,514-390-6728,62,Lévis,T7N 4W1,158243.69,60507,4975-9200-8737-8297,Entreprise,2017-02-17,Actif
CLI002092,7186-990943,Ouellet,Thomas,thomas.ouellet@yahoo.ca,514-817-9835,55,Trois-Rivières,T2D 9I6,326788.95,202529,4786-7371-4265-9452,Premium,2015-06-03,Fermé
CLI002093,1760-946728,Boucher,Luc,luc.boucher@yahoo.ca,514-955-9166,59,Trois-Rivières,H0T 8F2,424283.01,152142,4124-3904-8533-1065,Premium,2020-02-06,Suspendu
CLI002094,4685-501941,Pelletier,Isabelle,isabelle.pelletier@gmail.com,514-749-8953,50,Trois-Rivières,F2I 0U9,455414.56,48206,4432-1735-8008-5973,Entreprise,2017-10-14,Actif
CLI002095,6251-279502,Bouchard,Marie,marie.bouchard@bnc.ca,514-715-9213,19,Montréal,Q5Z 4U8,10982.95,166113,4779-8847-8141-1377,Entreprise,2019-10-25,Suspendu
CLI002096,2160-561663,Roy,David,david.roy@gmail.com,514-715-3706,75,Sherbrooke,T1X 8L6,435312.82,93733,4481-8248-9696-8133,Étudiant,2019-09-26,Suspendu
CLI002097,8017-507106,Girard,Alexandre,alexandre.girard@gmail.com,514-549-3335,41,Québec,B7M 2N5,427063.68,240527,4876-6921-1325-6395,Premium,2024-01-20,Fermé
CLI002098,3282-726871,Bouchard,François,françois.bouchard@bnc.ca,514-271-6949,52,Sherbrooke,H0Q 1W7,306709.21,185937,4837-6573-5962-6932,Premium,2016-04-20,Actif
CLI002099,8883-623342,Gauthier,François,françois.gauthier@bnc.ca,514-432-2765,35,Longueuil,D6W 6U2,179917.45,243577,4973-5167-2158-5852,Courant,2020-06-26,Fermé
CLI002100,5888-114444,Côté,Marie,marie.côté@yahoo.ca,514-507-9855,42,Gatineau,I0R 5M7,85946.87,238235,4622-5613-2934-1109,Étudiant,2017-05-04,Fermé
CLI002101,1417-601517,Leblanc,Luc,luc.leblanc@hotmail.com,514-538-1586,35,Terrebonne,T0Z 7A9,416172.24,112667,4159-2923-7041-7860,Étudiant,2022-08-15,Actif
CLI002102,1147-258822,Gagnon,Nicolas,nicolas.gagnon@bnc.ca,514-835-4617,47,Sherbrooke,K7Q 0V7,61439.09,73390,4729-3093-2201-1463,Étudiant,2024-03-21,Fermé
CLI002103,7362-112409,Morin,David,david.morin@yahoo.ca,514-344-2980,59,Trois-Rivières,R2D 8V0,21767.25,87693,4752-4174-7448-2075,Premium,2019-09-04,Suspendu
CLI002104,7335-229138,Fortin,Anne,anne.fortin@hotmail.com,514-959-1498,43,Laval,H6K 2P9,51033.81,75349,4252-8830-7401-4597,Épargne,2019-02-20,Suspendu
CLI002105,9033-370397,Gagné,Anne,anne.gagné@outlook.com,514-746-6955,62,Lévis,F3R 2Y7,327292.75,35411,4836-4054-3454-9875,Entreprise,2017-03-19,Suspendu
CLI002106,9914-911709,Gauthier,Camille,camille.gauthier@gmail.com,514-719-1547,26,Lévis,G5U 5C4,158945.25,201708,4520-3617-1125-8778,Étudiant,2020-10-26,Inactif
CLI002107,1920-844245,Gagné,Marie,marie.gagné@yahoo.ca,514-766-1710,75,Saguenay,H8L 9P8,265180.53,106529,4498-2447-8922-2120,Épargne,2015-04-14,Actif
CLI002108,6550-372548,Paquette,Emma,emma.paquette@yahoo.ca,514-585-5314,47,Laval,D1F 1N1,26556.76,102680,4267-1446-2578-5114,Étudiant,2018-04-01,Fermé
CLI002109,3097-423584,Lévesque,Anne,anne.lévesque@hotmail.com,514-697-6140,42,Montréal,C5X 6O0,263986.95,106318,4640-5994-8401-7243,Étudiant,2022-07-19,Inactif
CLI002110,9075-202103,Bergeron,Anne,anne.bergeron@gmail.com,514-661-6896,57,Lévis,P2O 8Q3,37254.38,183449,4339-3527-8887-5146,Étudiant,2020-11-22,Actif
CLI002111,1374-853481,Ouellet,Marie,marie.ouellet@yahoo.ca,514-524-2386,65,Laval,X2E 0V0,429966.76,233024,4484-8322-6762-8165,Étudiant,2015-04-14,Actif
CLI002112,3161-231829,Girard,Marc,marc.girard@outlook.com,514-249-1140,35,Québec,L0F 4H2,203452.87,74017,4526-9223-6465-3478,Courant,2017-02-26,Actif
CLI002113,9484-830413,Leblanc,Alexandre,alexandre.leblanc@outlook.com,514-561-7471,64,Montréal,B7N 0Y8,362004.32,159232,4941-6376-1907-8560,Courant,2019-06-26,Actif
CLI002114,6414-438235,Leblanc,Pierre,pierre.leblanc@outlook.com,514-215-1332,52,Longueuil,Y4C 0E4,126627.93,217273,4905-2637-3919-3541,Courant,2021-06-06,Suspendu
CLI002115,5317-112860,Roy,Camille,camille.roy@bnc.ca,514-954-3646,45,Sherbrooke,I1U 3X8,72561.45,89698,4107-2408-6890-7216,Étudiant,2017-08-22,Suspendu
CLI002116,5715-650390,Boucher,Julie,julie.boucher@hotmail.com,514-731-2106,31,Québec,R0O 4B6,57387.17,239990,4361-3263-6626-8844,Épargne,2024-03-16,Inactif
CLI002117,5474-603605,Lavoie,Luc,luc.lavoie@gmail.com,514-388-7364,35,Sherbrooke,X8C 1G4,277952.08,81086,4801-9472-7757-7793,Entreprise,2015-07-17,Fermé
CLI002118,6458-202460,Côté,Marie,marie.côté@gmail.com,514-399-8758,21,Sherbrooke,J7F 7Z0,457960.02,39242,4621-2218-8324-4289,Premium,2016-08-10,Actif
CLI002119,2132-386663,Bergeron,Anne,anne.bergeron@hotmail.com,514-237-9100,29,Laval,Q5U 7H2,322231.79,219498,4194-3635-4053-2865,Épargne,2015-03-15,Fermé
CLI002120,3781-663266,Gagné,Sophie,sophie.gagné@yahoo.ca,514-852-1437,59,Montréal,V3M 7F3,311518.40,142670,4264-6858-5419-4109,Courant,2022-02-04,Fermé
CLI002121,4840-523901,Roy,Marc,marc.roy@hotmail.com,514-587-6995,65,Québec,D6V 9D0,60954.97,48213,4964-8092-9556-9397,Courant,2022-06-02,Fermé
CLI002122,6073-195709,Simard,Philippe,philippe.simard@outlook.com,514-473-2451,65,Lévis,N9K 3N6,216323.88,233356,4567-1353-4120-6127,Entreprise,2017-02-08,Inactif
CLI002123,6000-549128,Gauthier,Isabelle,isabelle.gauthier@yahoo.ca,514-996-6917,51,Québec,V9B 4A8,262987.96,83913,4704-6688-5092-3759,Épargne,2020-10-22,Inactif
CLI002124,5636-673203,Boucher,Julie,julie.boucher@yahoo.ca,514-654-8953,74,Saguenay,L3X 6N7,488113.15,185703,4431-2416-1941-1573,Premium,2024-06-12,Inactif
CLI002125,6440-205523,Tremblay,David,david.tremblay@hotmail.com,514-705-8242,18,Québec,K4K 7H2,366356.15,119331,4408-3436-8655-7871,Épargne,2015-01-23,Actif
CLI002126,4066-880638,Fortin,Julie,julie.fortin@yahoo.ca,514-237-6582,29,Longueuil,S1S 9M5,440756.02,235973,4100-2200-1258-8169,Premium,2019-04-20,Inactif
CLI002127,4447-185309,Gagnon,David,david.gagnon@outlook.com,514-646-8983,66,Trois-Rivières,K6G 5H4,333513.69,190606,4189-1478-3651-4797,Premium,2020-12-17,Suspendu
CLI002128,5813-541663,Boucher,Marc,marc.boucher@outlook.com,514-598-6329,72,Gatineau,R1V 9V1,166913.30,222615,4490-3190-3283-4408,Courant,2023-04-16,Inactif
CLI002129,7137-481248,Morin,François,françois.morin@hotmail.com,514-898-2065,57,Lévis,F2X 0U1,410218.99,41077,4387-2984-9049-9849,Premium,2023-08-09,Inactif
CLI002130,5528-329833,Gauthier,Emma,emma.gauthier@outlook.com,514-719-4668,55,Laval,R3F 8Q2,1717.08,142523,4361-7937-7148-8377,Étudiant,2020-04-09,Fermé
CLI002131,4826-122842,Gagné,Jean,jean.gagné@bnc.ca,514-846-6337,59,Lévis,Z3S 3I9,411500.31,142472,4371-6453-5992-3990,Entreprise,2022-04-15,Inactif
CLI002132,2203-478968,Ouellet,Laura,laura.ouellet@gmail.com,514-243-7723,55,Québec,X6M 2Q3,474018.72,213384,4175-6420-5723-1568,Épargne,2022-04-16,Inactif
CLI002133,5449-282202,Bergeron,Marie,marie.bergeron@bnc.ca,514-594-9500,39,Trois-Rivières,S0C 9S8,372239.99,218636,4869-8304-9443-8454,Entreprise,2021-10-13,Inactif
CLI002134,4604-446715,Girard,Luc,luc.girard@outlook.com,514-954-8987,27,Laval,B1S 5P8,13160.00,224610,4184-8033-8028-2521,Étudiant,2023-03-14,Inactif
CLI002135,4156-273671,Leblanc,François,françois.leblanc@outlook.com,514-501-9753,24,Longueuil,Z9I 0J6,450016.61,131905,4221-3680-5411-6633,Courant,2020-03-04,Inactif
CLI002136,3328-777279,Lavoie,François,françois.lavoie@gmail.com,514-728-9485,54,Québec,B6W 7L6,206792.10,225314,4185-8136-2616-6917,Épargne,2019-02-09,Fermé
CLI002137,1670-661420,Gagnon,Marc,marc.gagnon@yahoo.ca,514-673-1982,39,Québec,L4V 1L2,256502.09,211637,4695-5970-8404-4333,Courant,2017-04-16,Fermé
CLI002138,5122-902756,Roy,Thomas,thomas.roy@gmail.com,514-851-3926,30,Lévis,R2L 7A0,494459.12,29707,4349-5916-2542-7680,Entreprise,2017-12-08,Fermé
CLI002139,5403-682454,Bouchard,David,david.bouchard@bnc.ca,514-565-2875,29,Laval,X5L 4Q4,156342.56,247990,4698-5746-8548-2277,Courant,2016-02-22,Fermé
CLI002140,3976-165595,Bélanger,Philippe,philippe.bélanger@bnc.ca,514-624-3882,73,Gatineau,L3K 5G5,314111.58,30230,4510-6825-5266-4011,Courant,2022-05-20,Actif
CLI002141,9517-453117,Côté,Thomas,thomas.côté@bnc.ca,514-965-8711,61,Gatineau,T3G 3Q4,174786.45,155179,4326-2979-3726-7918,Épargne,2019-02-11,Fermé
CLI002142,8927-637981,Simard,Laura,laura.simard@outlook.com,514-712-4778,23,Lévis,C4Y 3F0,24172.01,73142,4676-4397-7251-7769,Épargne,2022-09-09,Fermé
CLI002143,2426-801598,Girard,Pierre,pierre.girard@outlook.com,514-394-6013,44,Longueuil,B3Y 9D2,433404.52,141477,4413-2098-2573-7653,Entreprise,2023-07-28,Actif
CLI002144,4449-512050,Morin,Sarah,sarah.morin@yahoo.ca,514-746-1739,51,Sherbrooke,Q0G 8D8,22737.72,168088,4675-1013-3562-3797,Premium,2019-06-16,Actif
CLI002145,9182-161653,Tremblay,Sophie,sophie.tremblay@yahoo.ca,514-219-3246,18,Trois-Rivières,R8V 1A7,424532.67,49113,4552-8214-7715-8563,Étudiant,2015-07-09,Suspendu
CLI002146,4266-381615,Ouellet,Anne,anne.ouellet@outlook.com,514-450-8077,35,Saguenay,M5X 7D1,214601.46,61127,4562-8395-8133-7055,Courant,2019-10-23,Fermé
CLI002147,5056-249186,Lévesque,François,françois.lévesque@hotmail.com,514-639-7446,24,Lévis,L2H 1B2,79464.02,110608,4587-9405-7970-5066,Premium,2021-01-10,Suspendu
CLI002148,6818-395228,Morin,Julie,julie.morin@bnc.ca,514-583-3953,63,Sherbrooke,Q9L 2K7,259653.63,188497,4804-3855-5446-1194,Premium,2022-12-19,Actif
CLI002149,7326-678730,Ouellet,Philippe,philippe.ouellet@outlook.com,514-311-5643,39,Longueuil,M8B 9I1,255728.76,219572,4586-8991-6215-1653,Courant,2024-02-14,Inactif
CLI002150,8633-354395,Bergeron,Luc,luc.bergeron@outlook.com,514-727-8853,65,Montréal,H6I 2N6,271873.55,34435,4915-4155-9743-1253,Courant,2024-04-18,Inactif
CLI002151,9456-857357,Fortin,Sarah,sarah.fortin@yahoo.ca,514-605-9379,46,Montréal,S4I 8E0,89176.94,176398,4461-1256-2810-7230,Entreprise,2022-04-23,Fermé
